INST_FORMAT,SHIFT,N_IB,VWR,WORD,CONF,TEST_INSTR,CU,DLB_MOV,DLB_SA,DLB_PM,ID_MOV,ID_SA,ID_PM,IU,ITT_MOV,ITT_SA,ITT_PM,MS,PCU,IB,CSDRF,Internal,Switching,Leakage,Total
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,IDLE,2.32e-04,7.48e-08,0.000,2.49e-08,1.24e-05,4.70e-07,1.35e-06,3.48e-06,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,3.18e-04,2.51e-04,2.094e-04,1.414e-07,5.909e-04,8.004e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,WRF_CSDLEN_LOOP,2.47e-04,7.48e-08,0.000,2.49e-08,1.24e-05,4.70e-07,1.35e-06,5.56e-06,5.35e-07,1.25e-07,1.92e-07,1.61e-04,2.72e-05,3.18e-04,2.51e-04,2.212e-04,3.303e-06,5.913e-04,8.158e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,WRF_IB,3.20e-04,7.48e-08,0.000,2.49e-08,1.35e-05,4.70e-07,1.35e-06,8.93e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,9.55e-04,5.21e-04,9.896e-04,1.047e-04,7.247e-04,1.819e-03
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,WRF_CSD,2.49e-04,7.48e-08,0.000,2.49e-08,1.36e-05,4.70e-07,1.35e-06,2.00e-05,5.35e-07,1.25e-07,1.92e-07,1.57e-04,1.72e-05,4.73e-04,3.97e-04,4.825e-04,3.650e-05,6.149e-04,1.134e-03
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,NOP,3.12e-04,4.34e-07,0.000,2.50e-08,3.50e-05,4.70e-07,1.35e-06,3.45e-06,1.98e-06,3.12e-07,3.20e-07,1.57e-04,3.90e-05,3.32e-04,2.51e-04,2.718e-04,2.623e-05,5.969e-04,8.950e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,RLB,3.11e-04,3.62e-07,0.000,3.64e-07,2.76e-05,4.70e-07,3.02e-06,3.15e-06,4.53e-06,6.00e-07,1.78e-06,1.57e-04,3.33e-05,3.44e-04,2.51e-04,2.624e-04,3.317e-05,6.103e-04,9.059e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,WLB,3.26e-04,7.36e-07,0.000,2.50e-08,3.29e-05,4.70e-07,1.35e-06,3.02e-06,3.49e-06,3.75e-07,3.41e-07,1.57e-04,4.15e-05,3.52e-04,2.51e-04,2.839e-04,3.456e-05,6.105e-04,9.289e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,VMV,3.31e-04,6.53e-07,0.000,2.50e-08,3.61e-05,4.70e-07,1.35e-06,3.51e-06,3.13e-06,4.69e-07,3.74e-07,1.57e-04,4.15e-05,3.53e-04,2.51e-04,2.889e-04,3.552e-05,6.109e-04,9.353e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,SHIFT,3.65e-04,6.06e-07,0.000,1.52e-07,4.02e-05,4.80e-06,2.42e-06,3.67e-06,3.54e-06,1.12e-06,1.18e-06,1.57e-04,4.07e-05,3.89e-04,2.51e-04,3.190e-04,5.246e-05,6.346e-04,1.006e-03
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,ADD,3.64e-04,6.27e-07,0.000,2.50e-08,3.83e-05,5.20e-06,1.35e-06,3.68e-06,4.58e-06,1.76e-06,6.85e-07,1.57e-04,4.15e-05,3.91e-04,2.51e-04,3.192e-04,5.162e-05,6.354e-04,1.006e-03
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,MUL,3.60e-04,2.14e-07,0.000,1.38e-07,2.51e-05,3.71e-06,5.19e-06,3.23e-06,1.78e-06,3.19e-07,9.03e-07,2.35e-04,2.37e-05,3.69e-04,2.62e-04,2.850e-04,6.070e-05,6.461e-04,9.918e-04
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,PACK,3.74e-04,1.25e-06,0.000,3.77e-07,4.01e-05,4.70e-07,2.39e-05,3.67e-06,5.06e-06,6.11e-07,1.88e-06,1.57e-04,4.15e-05,3.85e-04,2.61e-04,3.220e-04,6.698e-05,6.307e-04,1.020e-03
base,7,64,16384,384,base_S7_IB64_VWR16384_WORD384,EXIT,2.76e-04,7.48e-08,0.000,2.50e-08,1.24e-05,4.70e-07,1.35e-06,3.45e-06,5.24e-07,9.38e-08,1.67e-07,1.57e-04,3.27e-05,3.18e-04,2.51e-04,2.497e-04,4.446e-06,5.908e-04,8.449e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,IDLE,2.28e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.43e-06,3.44e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,3.03e-04,2.51e-04,2.077e-04,1.470e-07,5.752e-04,7.830e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,WRF_CSDLEN_LOOP,2.44e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.43e-06,5.55e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,2.72e-05,3.03e-04,2.51e-04,2.196e-04,3.376e-06,5.756e-04,7.986e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,WRF_IB,3.11e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.43e-06,8.31e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,9.05e-04,5.06e-04,9.438e-04,9.894e-05,7.017e-04,1.744e-03
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,WRF_CSD,2.46e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.43e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,4.58e-04,3.97e-04,4.807e-04,3.651e-05,5.991e-04,1.116e-03
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,NOP,3.11e-04,4.34e-07,0.000,2.50e-08,3.56e-05,4.70e-07,1.43e-06,3.41e-06,1.98e-06,3.12e-07,3.20e-07,1.54e-04,4.15e-05,3.17e-04,2.51e-04,2.713e-04,2.685e-05,5.815e-04,8.796e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,RLB,3.04e-04,3.74e-07,0.000,3.49e-07,2.65e-05,4.70e-07,3.17e-06,3.14e-06,4.52e-06,5.98e-07,1.77e-06,1.54e-04,3.20e-05,3.29e-04,2.51e-04,2.583e-04,3.176e-05,5.946e-04,8.847e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,WLB,3.20e-04,7.49e-07,0.000,2.50e-08,3.14e-05,4.70e-07,1.43e-06,2.99e-06,3.48e-06,3.73e-07,3.41e-07,1.54e-04,4.15e-05,3.37e-04,2.51e-04,2.800e-04,3.352e-05,5.949e-04,9.084e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,VMV,3.23e-04,6.65e-07,0.000,2.50e-08,3.25e-05,4.70e-07,1.43e-06,3.47e-06,3.13e-06,4.67e-07,3.74e-07,1.54e-04,4.15e-05,3.36e-04,2.51e-04,2.829e-04,3.331e-05,5.939e-04,9.101e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,SHIFT,3.54e-04,6.06e-07,0.000,1.47e-07,3.66e-05,4.64e-06,1.55e-06,3.61e-06,3.59e-06,1.11e-06,1.18e-06,1.54e-04,4.07e-05,3.70e-04,2.52e-04,3.109e-04,4.908e-05,6.164e-04,9.763e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,ADD,3.57e-04,7.75e-07,0.000,2.50e-08,3.64e-05,5.04e-06,1.43e-06,3.62e-06,4.79e-06,1.76e-06,6.80e-07,1.54e-04,4.15e-05,3.71e-04,2.52e-04,3.126e-04,5.017e-05,6.171e-04,9.799e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,MUL,3.56e-04,2.14e-07,0.000,1.33e-07,2.51e-05,3.68e-06,5.23e-06,3.18e-06,1.72e-06,3.18e-07,9.02e-07,2.32e-04,2.37e-05,3.51e-04,2.63e-04,2.835e-04,5.963e-05,6.278e-04,9.710e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,PACK,3.68e-04,1.26e-06,0.000,3.62e-07,3.70e-05,4.70e-07,2.46e-05,3.64e-06,5.05e-06,5.95e-07,1.88e-06,1.54e-04,4.12e-05,3.69e-04,2.62e-04,3.183e-04,6.622e-05,6.144e-04,9.989e-04
base,7,64,16384,768,base_S7_IB64_VWR16384_WORD768,EXIT,2.72e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.43e-06,3.41e-06,5.24e-07,9.38e-08,1.67e-07,1.54e-04,3.27e-05,3.03e-04,2.51e-04,2.471e-04,4.359e-06,5.752e-04,8.267e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,IDLE,2.26e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.79e-06,3.40e-06,5.35e-07,1.25e-07,1.92e-07,1.51e-04,1.72e-05,2.89e-04,2.51e-04,2.059e-04,1.347e-07,5.594e-04,7.654e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,WRF_CSDLEN_LOOP,2.42e-04,7.48e-08,0.000,2.49e-08,1.20e-05,4.70e-07,1.79e-06,5.53e-06,5.35e-07,1.25e-07,1.92e-07,1.56e-04,2.72e-05,2.88e-04,2.51e-04,2.182e-04,3.417e-06,5.598e-04,7.814e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,WRF_IB,3.02e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.79e-06,7.69e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,8.55e-04,4.90e-04,8.981e-04,9.318e-05,6.783e-04,1.670e-03
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,WRF_CSD,2.44e-04,7.48e-08,0.000,2.49e-08,1.33e-05,4.70e-07,1.79e-06,1.99e-05,5.35e-07,1.25e-07,1.92e-07,1.52e-04,1.72e-05,4.43e-04,3.97e-04,4.789e-04,3.650e-05,5.835e-04,1.099e-03
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,NOP,3.22e-04,5.79e-07,0.000,2.50e-08,4.70e-05,4.70e-07,1.79e-06,3.37e-06,2.65e-06,4.08e-07,3.83e-07,1.52e-04,4.22e-05,3.02e-04,2.51e-04,2.765e-04,3.349e-05,5.656e-04,8.756e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,RLB,3.01e-04,3.62e-07,0.000,3.56e-07,2.63e-05,4.70e-07,3.30e-06,3.13e-06,4.53e-06,5.98e-07,1.79e-06,1.52e-04,3.20e-05,3.15e-04,2.51e-04,2.565e-04,3.186e-05,5.788e-04,8.671e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,WLB,3.39e-04,1.23e-06,0.000,2.50e-08,4.31e-05,4.70e-07,1.79e-06,2.98e-06,5.87e-06,5.85e-07,4.80e-07,1.52e-04,4.29e-05,3.24e-04,2.51e-04,2.896e-04,4.518e-05,5.790e-04,9.138e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,VMV,3.35e-04,1.06e-06,0.000,2.50e-08,4.24e-05,4.70e-07,1.79e-06,3.42e-06,4.73e-06,6.66e-07,4.56e-07,1.52e-04,4.22e-05,3.19e-04,2.51e-04,2.881e-04,4.098e-05,5.766e-04,9.056e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,SHIFT,3.64e-04,6.91e-07,0.000,6.64e-08,3.80e-05,6.64e-06,2.65e-06,3.55e-06,5.20e-06,1.34e-06,1.49e-06,1.52e-04,4.18e-05,3.52e-04,2.51e-04,3.149e-04,5.566e-05,5.974e-04,9.680e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,ADD,3.68e-04,9.50e-07,0.000,4.57e-08,4.13e-05,6.64e-06,1.80e-06,3.56e-06,6.49e-06,1.99e-06,1.05e-06,1.52e-04,4.10e-05,3.53e-04,2.51e-04,3.176e-04,5.775e-05,5.982e-04,9.735e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,MUL,3.49e-04,2.58e-07,0.000,1.35e-07,2.37e-05,3.77e-06,4.68e-06,3.13e-06,1.82e-06,2.92e-07,7.23e-07,2.28e-04,2.37e-05,3.34e-04,2.63e-04,2.784e-04,5.812e-05,6.092e-04,9.457e-04
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,PACK,3.95e-04,1.25e-06,0.000,3.69e-07,4.35e-05,4.70e-07,3.48e-05,3.60e-06,7.03e-06,8.84e-07,2.10e-06,1.52e-04,4.16e-05,3.55e-04,2.62e-04,3.329e-04,8.146e-05,5.983e-04,1.013e-03
base,7,64,16384,1536,base_S7_IB64_VWR16384_WORD1536,EXIT,2.68e-04,7.48e-08,0.000,2.50e-08,1.22e-05,4.70e-07,1.79e-06,3.37e-06,5.24e-07,9.38e-08,1.67e-07,1.51e-04,3.27e-05,2.89e-04,2.51e-04,2.437e-04,4.163e-06,5.594e-04,8.072e-04
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,IDLE,2.29e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.36e-06,4.66e-06,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,6.21e-04,4.99e-04,2.706e-04,1.741e-07,1.079e-03,1.350e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,WRF_CSDLEN_LOOP,2.45e-04,7.48e-08,0.000,2.49e-08,1.21e-05,4.70e-07,1.36e-06,6.72e-06,5.35e-07,1.25e-07,1.92e-07,1.58e-04,2.73e-05,6.21e-04,4.99e-04,2.826e-04,3.381e-06,1.079e-03,1.365e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,WRF_IB,3.89e-04,7.48e-08,0.000,2.49e-08,1.32e-05,4.70e-07,1.36e-06,1.62e-04,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,1.85e-03,1.03e-03,1.763e-03,1.983e-04,1.337e-03,3.299e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,WRF_CSD,2.79e-04,7.48e-08,0.000,2.49e-08,1.31e-05,4.70e-07,1.36e-06,5.36e-05,5.35e-07,1.25e-07,1.92e-07,1.54e-04,1.72e-05,9.32e-04,7.31e-04,7.613e-04,6.542e-05,1.127e-03,1.953e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,NOP,3.16e-04,4.97e-07,0.000,2.49e-08,4.12e-05,4.70e-07,1.36e-06,4.63e-06,2.36e-06,3.67e-07,3.56e-07,1.54e-04,3.88e-05,6.37e-04,4.99e-04,3.365e-04,3.081e-05,1.085e-03,1.452e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,RLB,2.96e-04,3.62e-07,0.000,2.49e-08,2.42e-05,4.70e-07,1.36e-06,4.08e-06,4.08e-06,5.83e-07,4.97e-07,1.54e-04,3.18e-05,6.50e-04,4.99e-04,3.186e-04,2.885e-05,1.098e-03,1.445e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,WLB,3.29e-04,1.06e-06,0.000,2.49e-08,3.69e-05,4.70e-07,1.36e-06,4.28e-06,5.08e-06,5.16e-07,4.47e-07,1.54e-04,3.89e-05,6.60e-04,4.99e-04,3.504e-04,4.058e-05,1.098e-03,1.489e-03
base,7,128,4096,192,base_S7_IB128_VWR4096_WORD192,VMV,3.31e-04,9.18e-07,0.000,2.49e-08,3.92e-05,4.70e-07,1.36e-06,4.75e-06,3.92e-06,5.79e-07,4.21e-07,1.54e-04,3.89e-05,6.59e-04,4.99e-04,3.523e-04,3.968e-05,1.097e-03,1.489e-03
